log2p,multiposfold,log2lod,weak_posfold,positivity_ratefold,mod
0.5326224963914834,0.30315426332857587,1.4090074693068608,-0.3780319604323234,-0.1917738102442369,1.584962501
0.5326224963914834,0.30315426332857587,1.4090074693068608,-0.3780319604323234,-0.12288330558746019,1.584962501
0.21069440150412122,0.5004468905303755,-0.17739844828396478,0.24094126028091895,0.07218823031085875,2.321928095
-0.4673775036085166,0.45713888744862774,-3.556776815355226,-0.45996711267138685,-0.21757440974400066,1.584962501
-0.4673775036085166,0.8367599840733242,-0.5909925306931392,-0.4007950526415865,-0.16250956073124878,1.584962501
1.2106944015041212,0.9315254967670924,-0.7238868011904849,-0.18391536235608458,0.06493240480339801,1.584962501
0.5326224963914834,0.7418276188350579,0.4090074693068608,-0.2594148557350818,-0.12539971938576322,1.584962501
0.5326224963914834,0.35365055870927353,1.8095453988905899,0.1334015185849176,-0.07993359780267295,2.584962501
0.5326224963914834,0.7418276188350579,0.08707937441949909,-0.2594148557350818,-0.14084714311658275,1.584962501
0.5326224963914834,0.7418276188350579,2.1138794337632145,0.15842287977870056,-0.07539767409344822,2.807354922
0.5326224963914834,0.7418276188350579,-3.556776815355226,-0.33403499287397037,-0.023771938039551355,1.584962501
0.21069440150412122,0.642588027738183,2.1138794337632145,-0.07417291920136393,0.04651675281985346,2.807354922
0.21069440150412122,0.09499849087931433,-0.6498862197467075,0.05366280108765514,-0.1356286634295062,1.584962501
1.2106944015041212,0.7432525314781728,-0.6498862197467075,0.05366280108765514,-0.12539971938576322,1.584962501
2.210694401504121,1.1901775645970516,-0.6498862197467075,0.05366280108765514,-0.13048070752622576,1.584962501
-0.4673775036085166,-0.357411972261817,-0.3376082948930641,-0.626959323701406,-0.24266930489237226,2.584962501
0.5326224963914834,0.13855602584386317,-0.3376082948930641,-0.07417291920136393,-0.1356286634295062,2.584962501
-0.4673775036085166,0.24628617063034952,-0.9129206255805018,0.2150744316445889,-0.07090243906446236,3
0.5326224963914834,0.24628617063034952,-0.9129206255805018,0.2150744316445889,-0.07090243906446236,3
-0.4673775036085166,-0.357411972261817,0.4090074693068608,-0.626959323701406,-0.26268876301829014,1.584962501
-0.4673775036085166,-0.357411972261817,-3.556776815355226,-0.626959323701406,-0.08221730250920278,1.584962501
